LocalTime,Symbol,EventType,Side,FillSize,FillPrice,FillExchange,SymbolBought,SymbolSold,SymbolPosition,SymbolNotional,ExchangeBought,ExchangeSold,TotalBought,TotalSold,TotalBoughtNotional,TotalSoldNotional
12:48:50.000,LMA,TRADE,b,14224,6.18,NASDAQ,1062619,1083953,-21334,87904.32,1644446,2045041,2507719,2415634,87904.32,43952.16
12:49:26.000,LMA,TRADE,t,7112,6.18,NASDAQ,1062619,1091065,-28446,43952.16,1644446,2052153,2507719,2422746,87904.32,43952.16
12:49:29.000,LMA,TRADE,t,7112,6.18,NASDAQ,1062619,1098177,-35558,43952.16,1644446,2059265,2507719,2429858,87904.32,43952.16
12:49:40.000,LMA,TRADE,t,7112,6.18,NASDAQ,1062619,1105289,-42670,43952.16,1644446,2066377,2507719,2436970,87904.32,43952.16
12:50:32.000,LMA,TRADE,b,7112,6.18,NASDAQ,1069731,1105289,-35558,43952.16,1651558,2066377,2514831,2436970,43952.16,43952.16
12:50:41.000,LMA,TRADE,b,7112,6.18,NASDAQ,1076843,1105289,-28446,43952.16,1658670,2066377,2521943,2436970,43952.16,43952.16
12:51:39.000,LMA,TRADE,b,7112,6.18,NASDAQ,1083955,1105289,-21334,43952.16,1665782,2066377,2529055,2436970,43952.16,43952.16
12:51:57.000,LMA,TRADE,b,7112,6.18,NASDAQ,1091067,1105289,-14222,43952.16,1672894,2066377,2536167,2436970,43952.16,43952.16
12:52:30.000,LMA,TRADE,b,7112,6.18,NASDAQ,1098179,1105289,-7110,43952.16,1680006,2066377,2543279,2436970,43952.16,43952.16
12:52:44.000,LMA,TRADE,b,7112,6.18,NASDAQ,1105291,1105289,2,43952.16,1687118,2066377,2550391,2436970,43952.16,43952.16
12:53:07.000,LMA,TRADE,t,14224,6.18,NYSE,1105291,1119513,-14222,87904.32,863273,384817,2550391,2451194,43952.16,87904.32
12:53:19.000,LMA,TRADE,t,7112,6.18,NYSE,1105291,1126625,-21334,43952.16,863273,391929,2550391,2458306,43952.16,43952.16
12:53:20.000,LMA,TRADE,t,7112,6.18,NYSE,1105291,1133737,-28446,43952.16,863273,399041,2550391,2465418,43952.16,43952.16
12:53:36.000,LMA,TRADE,t,28449,6.18,NYSE,1105291,1162186,-56895,175814.82,863273,427490,2550391,2493867,43952.16,175814.82
12:53:38.000,LMA,TRADE,t,7112,6.18,NYSE,1105291,1169298,-64007,43952.16,863273,434602,2550391,2500979,43952.16,43952.16
12:53:45.000,LMA,TRADE,t,7112,6.18,NYSE,1105291,1176410,-71119,43952.16,863273,441714,2550391,2508091,43952.16,43952.16
12:53:55.000,LMA,TRADE,b,7112,6.18,NASDAQ,1112403,1176410,-64007,43952.16,1694230,2066377,2557503,2508091,43952.16,43952.16
12:54:17.000,LMA,TRADE,b,7112,6.18,NASDAQ,1119515,1176410,-56895,43952.16,1701342,2066377,2564615,2508091,43952.16,43952.16
12:55:11.000,LMA,TRADE,b,7112,6.18,NASDAQ,1126627,1176410,-49783,43952.16,1708454,2066377,2571727,2508091,43952.16,43952.16
12:55:46.000,LMA,TRADE,b,7112,6.18,NASDAQ,1133739,1176410,-42671,43952.16,1715566,2066377,2578839,2508091,43952.16,43952.16
12:56:21.000,LMA,TRADE,b,7112,6.18,NASDAQ,1140851,1176410,-35559,43952.16,1722678,2066377,2585951,2508091,43952.16,43952.16
12:57:10.000,LMA,TRADE,b,21336,6.18,NASDAQ,1162187,1176410,-14223,131856.48,1744014,2066377,2607287,2508091,131856.48,43952.16
12:57:43.000,LMA,TRADE,b,7112,6.18,NASDAQ,1169299,1176410,-7111,43952.16,1751126,2066377,2614399,2508091,43952.16,43952.16
12:57:51.000,LMA,TRADE,b,7112,6.18,NASDAQ,1176411,1176410,1,43952.16,1758238,2066377,2621511,2508091,43952.16,43952.16
12:58:01.000,LMA,TRADE,b,21336,9.46,NYSE,1197747,1176410,21337,201838.56,884609,441714,2642847,2508091,201838.56,43952.16
12:58:59.000,LMA,TRADE,t,21336,9.46,NASDAQ,1197747,1197746,1,201838.56,1758238,2087713,2642847,2529427,201838.56,201838.56
12:59:07.000,LMA,TRADE,b,21336,9.46,NASDAQ,1219083,1197746,21337,201838.56,1779574,2087713,2664183,2529427,201838.56,201838.56
12:59:38.000,LMA,TRADE,t,21336,9.46,NASDAQ,1219083,1219082,1,201838.56,1779574,2109049,2664183,2550763,201838.56,201838.56
13:00:34.000,LMA,TRADE,b,14224,6.75,NASDAQ,1233307,1219082,14225,96012.0,1793798,2109049,2678407,2550763,96012.0,201838.56
13:01:20.000,LMA,TRADE,t,7112,6.75,NASDAQ,1233307,1226194,7113,48006.0,1793798,2116161,2678407,2557875,96012.0,48006.0
13:01:43.000,LMA,TRADE,t,7112,6.75,NASDAQ,1233307,1233306,1,48006.0,1793798,2123273,2678407,2564987,96012.0,48006.0
13:01:52.000,LMA,TRADE,t,7112,21.02,NYSE,1233307,1240418,-7111,149494.24,884609,448826,2678407,2572099,96012.0,149494.24
13:02:18.000,LMA,TRADE,t,7112,21.02,NYSE,1233307,1247530,-14223,149494.24,884609,455938,2678407,2579211,96012.0,149494.24
13:02:35.000,LMA,TRADE,t,7112,21.02,NYSE,1233307,1254642,-21335,149494.24,884609,463050,2678407,2586323,96012.0,149494.24
13:02:50.000,LMA,TRADE,t,7112,21.02,NASDAQ,1233307,1261754,-28447,149494.24,1793798,2130385,2678407,2593435,96012.0,149494.24
13:03:16.000,LMA,TRADE,b,7112,21.02,NASDAQ,1240419,1261754,-21335,149494.24,1800910,2130385,2685519,2593435,149494.24,149494.24
13:03:56.000,LMA,TRADE,b,7112,21.02,NASDAQ,1247531,1261754,-14223,149494.24,1808022,2130385,2692631,2593435,149494.24,149494.24
13:04:18.000,LMA,TRADE,b,7112,21.02,NASDAQ,1254643,1261754,-7111,149494.24,1815134,2130385,2699743,2593435,149494.24,149494.24
13:04:39.000,LMA,TRADE,b,7112,21.02,NASDAQ,1261755,1261754,1,149494.24,1822246,2130385,2706855,2593435,149494.24,149494.24
13:05:16.000,LMA,TRADE,t,49786,7.01,NYSE,1261755,1311540,-49785,348999.86,884609,512836,2706855,2643221,149494.24,348999.86
13:05:18.000,LMA,TRADE,b,49786,7.01,NASDAQ,1311541,1311540,1,348999.86,1872032,2130385,2756641,2643221,348999.86,348999.86
13:05:40.000,LMA,TRADE,t,35561,7.01,NASDAQ,1311541,1347101,-35560,249282.61,1872032,2165946,2756641,2678782,348999.86,249282.61
13:06:31.000,LMA,TRADE,b,35561,7.01,NASDAQ,1347102,1347101,1,249282.61,1907593,2165946,2792202,2678782,249282.61,249282.61
13:06:54.000,RPY,TRADE,b,7112,5.84,NASDAQ,414356,292523,121833,41534.08,1914705,2165946,2799314,2678782,41534.08,249282.61
13:07:27.000,RPY,TRADE,b,7112,5.84,NASDAQ,421468,292523,128945,41534.08,1921817,2165946,2806426,2678782,41534.08,249282.61
13:08:14.000,RPY,TRADE,t,7112,5.84,NASDAQ,421468,299635,121833,41534.08,1921817,2173058,2806426,2685894,41534.08,41534.08
13:08:25.000,RPY,TRADE,t,2347,5.84,NASDAQ,421468,301982,119486,13706.48,1921817,2175405,2806426,2688241,41534.08,13706.48
13:08:52.000,RPY,TRADE,t,4765,5.84,NASDAQ,421468,306747,114721,27827.6,1921817,2180170,2806426,2693006,41534.08,27827.6
13:09:12.000,LMA,TRADE,t,7112,6.18,NYSE,1347102,1354213,-7111,43952.16,884609,519948,2806426,2700118,41534.08,43952.16
13:09:25.000,LMA,TRADE,b,7112,6.18,NASDAQ,1354214,1354213,1,43952.16,1928929,2180170,2813538,2700118,43952.16,43952.16
13:10:10.000,LMA,TRADE,t,21336,4.77,NYSE,1354214,1375549,-21335,101772.72,884609,541284,2813538,2721454,43952.16,101772.72
13:10:17.000,LMA,TRADE,t,7112,4.77,NYSE,1354214,1382661,-28447,33924.24,884609,548396,2813538,2728566,43952.16,33924.24
13:10:39.000,LMA,TRADE,t,7112,4.77,NYSE,1354214,1389773,-35559,33924.24,884609,555508,2813538,2735678,43952.16,33924.24
13:11:18.000,LMA,TRADE,t,7112,4.77,NYSE,1354214,1396885,-42671,33924.24,884609,562620,2813538,2742790,43952.16,33924.24
13:11:27.000,LMA,TRADE,b,7112,4.76,NASDAQ,1361326,1396885,-35559,33853.12,1936041,2180170,2820650,2742790,33853.12,33924.24
13:12:12.000,LMA,TRADE,b,14224,4.76,NASDAQ,1375550,1396885,-21335,67706.24,1950265,2180170,2834874,2742790,67706.24,33924.24
13:12:44.000,LMA,TRADE,t,7112,4.77,NYSE,1375550,1403997,-28447,33924.24,884609,569732,2834874,2749902,67706.24,33924.24
13:12:48.000,LMA,TRADE,t,21336,4.77,NASDAQ,1375550,1425333,-49783,101772.72,1950265,2201506,2834874,2771238,67706.24,101772.72
13:13:48.000,LMA,TRADE,b,7112,4.76,NASDAQ,1382662,1425333,-42671,33853.12,1957377,2201506,2841986,2771238,33853.12,101772.72
13:14:03.000,LMA,TRADE,t,7112,4.77,NASDAQ,1382662,1432445,-49783,33924.24,1957377,2208618,2841986,2778350,33853.12,33924.24
13:14:27.000,LMA,TRADE,t,7112,4.77,NASDAQ,1382662,1439557,-56895,33924.24,1957377,2215730,2841986,2785462,33853.12,33924.24
13:15:25.000,LMA,TRADE,t,7112,4.77,NASDAQ,1382662,1446669,-64007,33924.24,1957377,2222842,2841986,2792574,33853.12,33924.24
13:15:29.000,LMA,TRADE,b,7112,4.76,NASDAQ,1389774,1446669,-56895,33853.12,1964489,2222842,2849098,2792574,33853.12,33924.24
13:15:44.000,LMA,TRADE,t,7112,4.77,NASDAQ,1389774,1453781,-64007,33924.24,1964489,2229954,2849098,2799686,33853.12,33924.24
13:16:04.000,LMA,TRADE,b,7112,4.76,NASDAQ,1396886,1453781,-56895,33853.12,1971601,2229954,2856210,2799686,33853.12,33924.24
13:16:31.000,LMA,TRADE,b,7112,4.76,NASDAQ,1403998,1453781,-49783,33853.12,1978713,2229954,2863322,2799686,33853.12,33924.24
13:17:25.000,LMA,TRADE,b,14224,4.76,NASDAQ,1418222,1453781,-35559,67706.24,1992937,2229954,2877546,2799686,67706.24,33924.24
13:17:45.000,LMA,TRADE,b,7112,4.76,NASDAQ,1425334,1453781,-28447,33853.12,2000049,2229954,2884658,2799686,33853.12,33924.24
13:17:48.000,LMA,TRADE,b,7112,4.76,NASDAQ,1432446,1453781,-21335,33853.12,2007161,2229954,2891770,2799686,33853.12,33924.24
13:17:57.000,LMA,TRADE,b,7112,4.76,NASDAQ,1439558,1453781,-14223,33853.12,2014273,2229954,2898882,2799686,33853.12,33924.24
13:18:44.000,LMA,TRADE,b,7112,4.76,NASDAQ,1446670,1453781,-7111,33853.12,2021385,2229954,2905994,2799686,33853.12,33924.24
13:18:47.000,LMA,TRADE,b,7112,4.76,NASDAQ,1453782,1453781,1,33853.12,2028497,2229954,2913106,2799686,33853.12,33924.24
13:19:13.000,LMA,TRADE,b,7112,14.51,NYSE,1460894,1453781,7113,103195.12,891721,569732,2920218,2799686,103195.12,33924.24
13:19:27.000,LMA,TRADE,b,28662,14.51,NYSE,1489556,1453781,35775,415885.62,920383,569732,2948880,2799686,415885.62,33924.24
13:19:33.000,LMA,TRADE,b,28449,14.51,NASDAQ,1518005,1453781,64224,412794.99,2056946,2229954,2977329,2799686,412794.99,33924.24
13:20:01.000,LMA,TRADE,t,7112,14.51,NASDAQ,1518005,1460893,57112,103195.12,2056946,2237066,2977329,2806798,412794.99,103195.12
13:20:18.000,LMA,TRADE,t,28662,14.51,NASDAQ,1518005,1489555,28450,415885.62,2056946,2265728,2977329,2835460,412794.99,415885.62
13:20:48.000,LMA,TRADE,b,7112,14.51,NASDAQ,1525117,1489555,35562,103195.12,2064058,2265728,2984441,2835460,103195.12,415885.62
13:21:38.000,LMA,TRADE,t,28449,14.51,NASDAQ,1525117,1518004,7113,412794.99,2064058,2294177,2984441,2863909,103195.12,412794.99
13:22:10.000,LMA,TRADE,t,7112,14.51,NASDAQ,1525117,1525116,1,103195.12,2064058,2301289,2984441,2871021,103195.12,103195.12
13:22:48.000,LMA,TRADE,b,14224,14.51,NASDAQ,1539341,1525116,14225,206390.24,2078282,2301289,2998665,2871021,206390.24,103195.12
13:23:07.000,LMA,TRADE,t,7112,14.51,NASDAQ,1539341,1532228,7113,103195.12,2078282,2308401,2998665,2878133,206390.24,103195.12
13:23:20.000,LMA,TRADE,t,7112,14.51,NASDAQ,1539341,1539340,1,103195.12,2078282,2315513,2998665,2885245,206390.24,103195.12
13:23:48.000,LMA,TRADE,t,7112,4.95,NASDAQ,1539341,1546452,-7111,35204.4,2078282,2322625,2998665,2892357,206390.24,35204.4
13:24:04.000,LMA,TRADE,b,7112,4.95,NASDAQ,1546453,1546452,1,35204.4,2085394,2322625,3005777,2892357,35204.4,35204.4
13:24:14.000,LMA,TRADE,t,7112,4.97,NYSE,1546453,1553564,-7111,35346.64,920383,576844,3005777,2899469,35204.4,35346.64
13:24:17.000,LMA,TRADE,b,7112,4.96,NASDAQ,1553565,1553564,1,35275.52,2092506,2322625,3012889,2899469,35275.52,35346.64
13:24:36.000,S,TRADE,b,7112,4.20,NYSE,270259,263147,7112,29870.4,927495,576844,3020001,2899469,29870.4,35346.64
13:25:27.000,S,TRADE,t,7112,4.20,NASDAQ,270259,270259,0,29870.4,2092506,2329737,3020001,2906581,29870.4,29870.4
13:26:20.000,LMA,TRADE,t,7112,10.05,NYSE,1553565,1560676,-7111,71475.6,927495,583956,3020001,2913693,29870.4,71475.6
13:26:59.000,LMA,TRADE,t,7112,10.05,NYSE,1553565,1567788,-14223,71475.6,927495,591068,3020001,2920805,29870.4,71475.6
13:27:44.000,LMA,TRADE,b,7112,10.05,NASDAQ,1560677,1567788,-7111,71475.6,2099618,2329737,3027113,2920805,71475.6,71475.6
13:28:09.000,LMA,TRADE,b,7112,10.05,NASDAQ,1567789,1567788,1,71475.6,2106730,2329737,3034225,2920805,71475.6,71475.6
13:28:10.000,LMA,TRADE,t,7112,6.97,NYSE,1567789,1574900,-7111,49570.64,927495,598180,3034225,2927917,71475.6,49570.64
13:28:26.000,LMA,TRADE,t,7112,6.97,NYSE,1567789,1582012,-14223,49570.64,927495,605292,3034225,2935029,71475.6,49570.64
13:29:07.000,LMA,TRADE,t,14224,6.97,NYSE,1567789,1596236,-28447,99141.28,927495,619516,3034225,2949253,71475.6,99141.28
13:29:20.000,LMA,TRADE,t,7112,6.97,NYSE,1567789,1603348,-35559,49570.64,927495,626628,3034225,2956365,71475.6,49570.64
13:29:26.000,LMA,TRADE,t,14224,6.97,NYSE,1567789,1617572,-49783,99141.28,927495,640852,3034225,2970589,71475.6,99141.28
13:29:28.000,LMA,TRADE,t,7112,6.97,NYSE,1567789,1624684,-56895,49570.64,927495,647964,3034225,2977701,71475.6,49570.64
13:30:04.000,LMA,TRADE,t,7112,6.97,NASDAQ,1567789,1631796,-64007,49570.64,2106730,2336849,3034225,2984813,71475.6,49570.64
13:30:20.000,LMA,TRADE,t,7112,6.97,NYSE,1567789,1638908,-71119,49570.64,927495,655076,3034225,2991925,71475.6,49570.64
13:31:01.000,LMA,TRADE,t,7112,6.97,NASDAQ,1567789,1646020,-78231,49570.64,2106730,2343961,3034225,2999037,71475.6,49570.64
13:31:41.000,LMA,TRADE,b,7112,6.97,NASDAQ,1574901,1646020,-71119,49570.64,2113842,2343961,3041337,2999037,49570.64,49570.64
13:31:55.000,LMA,TRADE,b,7112,6.97,NASDAQ,1582013,1646020,-64007,49570.64,2120954,2343961,3048449,2999037,49570.64,49570.64
13:32:38.000,LMA,TRADE,t,7112,6.97,NASDAQ,1582013,1653132,-71119,49570.64,2120954,2351073,3048449,3006149,49570.64,49570.64
13:33:26.000,LMA,TRADE,t,7112,6.97,NASDAQ,1582013,1660244,-78231,49570.64,2120954,2358185,3048449,3013261,49570.64,49570.64
13:34:13.000,LMA,TRADE,t,7112,6.97,NASDAQ,1582013,1667356,-85343,49570.64,2120954,2365297,3048449,3020373,49570.64,49570.64
13:34:32.000,LMA,TRADE,t,7112,6.97,NASDAQ,1582013,1674468,-92455,49570.64,2120954,2372409,3048449,3027485,49570.64,49570.64
13:34:43.000,LMA,TRADE,t,7112,6.97,NASDAQ,1582013,1681580,-99567,49570.64,2120954,2379521,3048449,3034597,49570.64,49570.64
13:35:16.000,LMA,TRADE,b,7112,6.97,NASDAQ,1589125,1681580,-92455,49570.64,2128066,2379521,3055561,3034597,49570.64,49570.64
13:36:11.000,LMA,TRADE,b,7112,6.97,NASDAQ,1596237,1681580,-85343,49570.64,2135178,2379521,3062673,3034597,49570.64,49570.64
13:36:48.000,LMA,TRADE,b,7112,6.97,NASDAQ,1603349,1681580,-78231,49570.64,2142290,2379521,3069785,3034597,49570.64,49570.64
13:36:56.000,LMA,TRADE,b,7112,6.97,NASDAQ,1610461,1681580,-71119,49570.64,2149402,2379521,3076897,3034597,49570.64,49570.64
13:37:33.000,LMA,TRADE,b,7112,6.97,NASDAQ,1617573,1681580,-64007,49570.64,2156514,2379521,3084009,3034597,49570.64,49570.64
13:38:20.000,LMA,TRADE,b,7112,6.97,NASDAQ,1624685,1681580,-56895,49570.64,2163626,2379521,3091121,3034597,49570.64,49570.64
13:38:58.000,LMA,TRADE,b,7112,6.97,NASDAQ,1631797,1681580,-49783,49570.64,2170738,2379521,3098233,3034597,49570.64,49570.64
13:39:54.000,LMA,TRADE,b,7112,6.97,NASDAQ,1638909,1681580,-42671,49570.64,2177850,2379521,3105345,3034597,49570.64,49570.64
13:40:13.000,LMA,TRADE,b,7112,6.97,NASDAQ,1646021,1681580,-35559,49570.64,2184962,2379521,3112457,3034597,49570.64,49570.64
13:40:42.000,LMA,TRADE,b,7112,6.97,NASDAQ,1653133,1681580,-28447,49570.64,2192074,2379521,3119569,3034597,49570.64,49570.64
13:40:56.000,LMA,TRADE,b,7112,6.97,NASDAQ,1660245,1681580,-21335,49570.64,2199186,2379521,3126681,3034597,49570.64,49570.64
13:41:13.000,LMA,TRADE,b,7112,6.97,NASDAQ,1667357,1681580,-14223,49570.64,2206298,2379521,3133793,3034597,49570.64,49570.64
13:42:00.000,LMA,TRADE,b,7112,6.97,NASDAQ,1674469,1681580,-7111,49570.64,2213410,2379521,3140905,3034597,49570.64,49570.64
13:42:47.000,LMA,TRADE,b,7112,6.97,NASDAQ,1681581,1681580,1,49570.64,2220522,2379521,3148017,3034597,49570.64,49570.64
13:43:25.000,LMA,TRADE,b,7112,6.96,NASDAQ,1688693,1681580,7113,49499.52,2227634,2379521,3155129,3034597,49499.52,49570.64
13:44:10.000,LMA,TRADE,t,7112,6.96,NASDAQ,1688693,1688692,1,49499.52,2227634,2386633,3155129,3041709,49499.52,49499.52
13:44:36.000,LMA,TRADE,b,7112,6.96,NASDAQ,1695805,1688692,7113,49499.52,2234746,2386633,3162241,3041709,49499.52,49499.52
13:45:10.000,LMA,TRADE,t,7112,6.96,NASDAQ,1695805,1695804,1,49499.52,2234746,2393745,3162241,3048821,49499.52,49499.52
13:45:29.000,MK,TRADE,t,4694,1.05,NASDAQ,28448,33142,-4694,4928.7,2234746,2398439,3162241,3053515,49499.52,4928.7
13:46:17.000,MK,TRADE,b,4694,1.05,NYSE,33142,33142,0,4928.7,932189,655076,3166935,3053515,4928.7,4928.7
13:46:49.000,LMA,TRADE,t,14224,6.96,NYSE,1695805,1710028,-14223,98999.04,932189,669300,3166935,3067739,4928.7,98999.04
13:47:10.000,LMA,TRADE,t,7112,6.96,NYSE,1695805,1717140,-21335,49499.52,932189,676412,3166935,3074851,4928.7,49499.52
13:47:57.000,LMA,TRADE,b,7112,6.96,NASDAQ,1702917,1717140,-14223,49499.52,2241858,2398439,3174047,3074851,49499.52,49499.52
13:48:07.000,LMA,TRADE,b,7112,6.96,NASDAQ,1710029,1717140,-7111,49499.52,2248970,2398439,3181159,3074851,49499.52,49499.52
13:48:41.000,LMA,TRADE,t,7112,6.96,NASDAQ,1710029,1724252,-14223,49499.52,2248970,2405551,3181159,3081963,49499.52,49499.52
13:49:03.000,LMA,TRADE,b,7112,6.96,NASDAQ,1717141,1724252,-7111,49499.52,2256082,2405551,3188271,3081963,49499.52,49499.52
13:49:33.000,LMA,TRADE,b,7112,6.96,NASDAQ,1724253,1724252,1,49499.52,2263194,2405551,3195383,3081963,49499.52,49499.52
13:50:07.000,LMA,TRADE,t,7112,6.96,NYSE,1724253,1731364,-7111,49499.52,932189,683524,3195383,3089075,49499.52,49499.52
13:50:43.000,LMA,TRADE,b,7112,6.96,NASDAQ,1731365,1731364,1,49499.52,2270306,2405551,3202495,3089075,49499.52,49499.52
13:50:59.000,LMA,TRADE,t,7112,6.96,NASDAQ,1731365,1738476,-7111,49499.52,2270306,2412663,3202495,3096187,49499.52,49499.52
13:51:43.000,LMA,TRADE,t,7112,6.96,NASDAQ,1731365,1745588,-14223,49499.52,2270306,2419775,3202495,3103299,49499.52,49499.52
13:52:11.000,LMA,TRADE,t,7112,6.96,NASDAQ,1731365,1752700,-21335,49499.52,2270306,2426887,3202495,3110411,49499.52,49499.52
13:52:15.000,LMA,TRADE,b,7112,6.96,NASDAQ,1738477,1752700,-14223,49499.52,2277418,2426887,3209607,3110411,49499.52,49499.52
13:52:42.000,LMA,TRADE,b,7112,6.96,NASDAQ,1745589,1752700,-7111,49499.52,2284530,2426887,3216719,3110411,49499.52,49499.52
13:53:27.000,LMA,TRADE,b,7112,6.96,NASDAQ,1752701,1752700,1,49499.52,2291642,2426887,3223831,3110411,49499.52,49499.52
13:54:24.000,LMA,TRADE,b,7112,4.05,NASDAQ,1759813,1752700,7113,28803.6,2298754,2426887,3230943,3110411,28803.6,49499.52
13:54:31.000,LMA,TRADE,t,7112,4.05,NASDAQ,1759813,1759812,1,28803.6,2298754,2433999,3230943,3117523,28803.6,28803.6
13:54:43.000,LMA,TRADE,t,14224,6.97,NYSE,1759813,1774036,-14223,99141.28,932189,697748,3230943,3131747,28803.6,99141.28
13:55:40.000,LMA,TRADE,t,7112,6.97,NYSE,1759813,1781148,-21335,49570.64,932189,704860,3230943,3138859,28803.6,49570.64
13:55:48.000,LMA,TRADE,b,14224,6.97,NASDAQ,1774037,1781148,-7111,99141.28,2312978,2433999,3245167,3138859,99141.28,49570.64
13:56:27.000,LMA,TRADE,t,7112,6.97,NASDAQ,1774037,1788260,-14223,49570.64,2312978,2441111,3245167,3145971,99141.28,49570.64
13:56:58.000,LMA,TRADE,b,7112,6.97,NASDAQ,1781149,1788260,-7111,49570.64,2320090,2441111,3252279,3145971,49570.64,49570.64
13:57:40.000,LMA,TRADE,t,7112,6.97,NASDAQ,1781149,1795372,-14223,49570.64,2320090,2448223,3252279,3153083,49570.64,49570.64
13:58:12.000,LMA,TRADE,b,7112,6.97,NASDAQ,1788261,1795372,-7111,49570.64,2327202,2448223,3259391,3153083,49570.64,49570.64
13:58:48.000,LMA,TRADE,b,7112,6.97,NASDAQ,1795373,1795372,1,49570.64,2334314,2448223,3266503,3153083,49570.64,49570.64
13:58:55.000,LMA,TRADE,t,14224,6.97,NYSE,1795373,1809596,-14223,99141.28,932189,719084,3266503,3167307,49570.64,99141.28
13:59:24.000,LMA,TRADE,t,7112,6.97,NYSE,1795373,1816708,-21335,49570.64,932189,726196,3266503,3174419,49570.64,49570.64
13:59:42.000,LMA,TRADE,t,56898,6.97,NASDAQ,1795373,1873606,-78233,396579.06,2334314,2505121,3266503,3231317,49570.64,396579.06
13:59:50.000,LMA,TRADE,b,7112,6.97,NASDAQ,1802485,1873606,-71121,49570.64,2341426,2505121,3273615,3231317,49570.64,396579.06
14:00:12.000,LMA,TRADE,t,7112,6.97,NYSE,1802485,1880718,-78233,49570.64,932189,733308,3273615,3238429,49570.64,49570.64
14:00:55.000,LMA,TRADE,t,7112,6.97,NYSE,1802485,1887830,-85345,49570.64,932189,740420,3273615,3245541,49570.64,49570.64
14:01:16.000,LMA,TRADE,b,7112,6.97,NASDAQ,1809597,1887830,-78233,49570.64,2348538,2505121,3280727,3245541,49570.64,49570.64
14:02:00.000,LMA,TRADE,b,7112,6.97,NASDAQ,1816709,1887830,-71121,49570.64,2355650,2505121,3287839,3245541,49570.64,49570.64
14:02:32.000,LMA,TRADE,t,56898,6.97,NYSE,1816709,1944728,-128019,396579.06,932189,797318,3287839,3302439,49570.64,396579.06
14:03:00.000,LMA,TRADE,b,14224,6.97,NASDAQ,1830933,1944728,-113795,99141.28,2369874,2505121,3302063,3302439,99141.28,396579.06
14:03:35.000,LMA,TRADE,b,42673,6.97,NASDAQ,1873606,1944728,-71122,297430.81,2412547,2505121,3344736,3302439,297430.81,396579.06
14:04:19.000,LMA,TRADE,t,7112,6.97,NASDAQ,1873606,1951840,-78234,49570.64,2412547,2512233,3344736,3309551,297430.81,49570.64
14:04:20.000,LMA,TRADE,t,7112,6.97,NASDAQ,1873606,1958952,-85346,49570.64,2412547,2519345,3344736,3316663,297430.81,49570.64
14:04:26.000,LMA,TRADE,b,7112,6.97,NASDAQ,1880718,1958952,-78234,49570.64,2419659,2519345,3351848,3316663,49570.64,49570.64
14:05:14.000,LMA,TRADE,b,7112,6.97,NASDAQ,1887830,1958952,-71122,49570.64,2426771,2519345,3358960,3316663,49570.64,49570.64
14:05:57.000,LMA,TRADE,b,14224,6.97,NASDAQ,1902054,1958952,-56898,99141.28,2440995,2519345,3373184,3316663,99141.28,49570.64
14:06:27.000,LMA,TRADE,b,42673,6.97,NASDAQ,1944727,1958952,-14225,297430.81,2483668,2519345,3415857,3316663,297430.81,49570.64
14:06:52.000,LMA,TRADE,b,7112,6.97,NASDAQ,1951839,1958952,-7113,49570.64,2490780,2519345,3422969,3316663,49570.64,49570.64
14:07:42.000,LMA,TRADE,b,7112,6.97,NASDAQ,1958951,1958952,-1,49570.64,2497892,2519345,3430081,3316663,49570.64,49570.64
14:08:28.000,LMA,TRADE,t,56898,6.97,NASDAQ,1958951,2015850,-56899,396579.06,2497892,2576243,3430081,3373561,49570.64,396579.06
14:08:29.000,LMA,TRADE,b,14224,6.97,NASDAQ,1973175,2015850,-42675,99141.28,2512116,2576243,3444305,3373561,99141.28,396579.06
14:09:07.000,LMA,TRADE,b,42673,6.97,NASDAQ,2015848,2015850,-2,297430.81,2554789,2576243,3486978,3373561,297430.81,396579.06
14:09:50.000,LMA,TRADE,t,7112,10.08,NASDAQ,2015848,2022962,-7114,71688.96,2554789,2583355,3486978,3380673,297430.81,71688.96
14:10:03.000,LMA,TRADE,b,7112,10.08,NASDAQ,2022960,2022962,-2,71688.96,2561901,2583355,3494090,3380673,71688.96,71688.96
14:10:09.000,BO,TRADE,t,14224,12.43,NASDAQ,526297,540513,-14216,176804.32,2561901,2597579,3494090,3394897,71688.96,176804.32
14:10:22.000,BO,TRADE,b,14224,12.43,NASDAQ,540521,540513,8,176804.32,2576125,2597579,3508314,3394897,176804.32,176804.32
14:10:26.000,LMA,TRADE,b,7112,9.36,NASDAQ,2030072,2022962,7110,66568.32,2583237,2597579,3515426,3394897,66568.32,176804.32
14:10:57.000,LMA,TRADE,b,7112,9.36,NASDAQ,2037184,2022962,14222,66568.32,2590349,2597579,3522538,3394897,66568.32,176804.32
14:11:23.000,LMA,TRADE,t,7112,9.36,NASDAQ,2037184,2030074,7110,66568.32,2590349,2604691,3522538,3402009,66568.32,66568.32
14:11:27.000,LMA,TRADE,t,7112,9.36,NASDAQ,2037184,2037186,-2,66568.32,2590349,2611803,3522538,3409121,66568.32,66568.32
14:12:27.000,BO,TRADE,t,7112,12.41,NYSE,540521,547625,-7104,88259.92,932189,804430,3522538,3416233,66568.32,88259.92
14:13:10.000,BO,TRADE,t,7112,12.41,NYSE,540521,554737,-14216,88259.92,932189,811542,3522538,3423345,66568.32,88259.92
